"SamplePeriod","TriggerSample","CompressedData"
"0.000000125","4986597","True"
"SampleNumber","Clock1","Address Bus","Data Bus","~AS","~CSROM","~CSRAM","~RD","~WR","~PFETCH","~DFETCH","~RESET","Addr15","Addr14","Addr13","Addr12","Addr11","Addr10","Addr9","Addr8","Addr7","Addr6","Addr5","Addr4","Addr3","Addr2","Addr1","Addr0","Data7","Data6","Data5","Data4","Data3","Data2","Data1","Data0"
"4987291","0","0005h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"4987294","0","0005h","01h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1"
"4987295","0","0006h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"4987298","0","0006h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"4987299","0","0007h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"4987302","0","0007h","01h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1"
"4987303","0","7EFFh","C0h","0","1","1","0","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"4987306","0","7EFFh","EDh","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1"
"4987307","0","7EFFh","C5h","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1"
"4987315","0","FEFFh","C5h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1"
"4987316","0","FEFFh","85h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1"
"4987324","0","FEFFh","81h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1"
"4987326","0","0000h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4987329","0","0000h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4987330","0","0001h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4987333","0","0001h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4987334","0","0002h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4987337","0","0002h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4987338","0","0003h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"4987341","0","0003h","01h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1"
"4987342","0","0004h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4987345","0","0004h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4987346","0","0005h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"4987349","0","0005h","01h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1"
"4987350","0","0006h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"4987353","0","0006h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"4987354","0","0007h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"4987357","0","0007h","01h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1"
"4987358","0","7EFFh","C0h","0","1","1","0","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"4987361","0","7EFFh","C5h","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1"
"4987370","0","FEFFh","C5h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1"
"4987372","0","FEFFh","85h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1"
"4987373","0","FEFFh","81h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1"
"4987374","0","FEFFh","85h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1"
"4987377","0","FEFFh","81h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1"
"4987378","0","FEFFh","85h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1"
"4987379","0","FEFFh","81h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1"
"4987380","0","FEFFh","85h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1"
"4987381","0","0000h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4987384","0","0000h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4987385","0","0001h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4987388","0","0001h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4987389","0","0002h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4987392","0","0002h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4987393","0","0003h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"4987396","0","0003h","01h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1"
"4987397","0","0004h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4987400","0","0004h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4987401","0","0005h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"4987404","0","0005h","01h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1"
"4987405","0","0006h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"4987408","0","0006h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"4987409","0","0007h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"4987412","0","0007h","01h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1"
"4987413","0","7EFFh","C0h","0","1","1","0","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"4987416","0","7EFFh","C5h","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1"
"4987418","0","7EFFh","EDh","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1"
"4987419","0","7EFFh","C5h","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1"
"4987425","0","FEFFh","C5h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1"
"4987428","0","FEFFh","85h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1"
"4987436","0","0000h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4987439","0","0000h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4987440","0","0001h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4987443","0","0001h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4987444","0","0002h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4987447","0","0002h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4987448","0","0003h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"4987451","0","0003h","01h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1"
"4987452","0","0004h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4987455","0","0004h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4987456","0","0005h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"4987459","0","0005h","01h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1"
"4987460","0","0006h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"4987463","0","0006h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"4987464","0","0007h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"4987467","0","0007h","01h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1"
"4987468","0","7EFFh","C0h","0","1","1","0","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"4987471","0","7EFFh","C5h","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1"
"4987480","0","FEFFh","85h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1"
"4987482","0","FEFFh","C5h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1"
"4987483","0","FEFFh","85h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1"
"4987485","0","FEFFh","81h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1"
"4987486","0","FEFFh","85h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1"
"4987489","0","FEFFh","81h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1"
"4987490","0","FEFFh","85h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1"
"4987491","0","0000h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4987494","0","0000h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4987495","0","0001h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4987498","0","0001h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4987499","0","0002h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4987502","0","0002h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4987503","0","0003h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"4987506","0","0003h","01h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1"
"4987507","0","0004h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4987510","0","0004h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4987511","0","0005h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"4987514","0","0005h","01h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1"
"4987515","0","0006h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"4987518","0","0006h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"4987519","0","0007h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"4987522","0","0007h","01h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1"
"4987523","0","7EFFh","C0h","0","1","1","0","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"4987526","0","7EFFh","EDh","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1"
"4987528","0","7EFFh","C5h","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1"
"4987535","0","FEFFh","C5h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1"
"4987537","0","FEFFh","85h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1"
"4987538","0","FEFFh","C5h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1"
"4987539","0","FEFFh","85h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1"
"4987544","0","FEFFh","81h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1"
"4987545","0","FEFFh","85h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1"
"4987546","0","0000h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4987549","0","0000h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4987550","0","0001h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4987553","0","0001h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4987554","0","0002h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4987557","0","0002h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4987558","0","0003h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"4987561","0","0003h","01h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1"
"4987562","0","0004h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4987565","0","0004h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4987566","0","0005h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"4987569","0","0005h","01h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1"
"4987570","0","0006h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"4987573","0","0006h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"4987574","0","0007h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"4987577","0","0007h","01h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1"
"4987578","0","7EFFh","C0h","0","1","1","0","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"4987581","0","7EFFh","C5h","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1"
"4987590","0","FEFFh","C5h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1"
"4987592","0","FEFFh","85h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1"
"4987597","0","FEFFh","81h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1"
"4987598","0","FEFFh","85h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1"
"4987600","0","FEFFh","81h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1"
"4987601","0","0000h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4987604","0","0000h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4987605","0","0001h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4987608","0","0001h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4987609","0","0002h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4987612","0","0002h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4987613","0","0003h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"4987616","0","0003h","01h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1"
"4987617","0","0004h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4987620","0","0004h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4987621","0","0005h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"4987624","0","0005h","01h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1"
"4987625","0","0006h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"4987628","0","0006h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"4987629","0","0007h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"4987632","0","0007h","01h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1"
"4987633","0","7EFFh","C0h","0","1","1","0","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"4987636","0","7EFFh","C5h","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1"
"4987638","0","7EFFh","EDh","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1"
"4987639","0","7EFFh","C5h","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1"
"4987645","0","FEFFh","C5h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1"
"4987648","0","FEFFh","85h","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1"
"4987656","0","0000h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4987659","0","0000h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4987660","0","0001h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4987663","0","0001h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4987664","0","0002h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4987667","0","0002h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4987668","0","0003h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"4987671","0","0003h","01h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1"
"4987672","0","0004h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4987675","0","0004h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4987676","0","0005h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"4987679","0","0005h","01h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1"
"4987680","0","0006h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"4987683","0","0006h","00h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"4987684","0","0007h","00h","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"4987687","0","0007h","01h","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1"
"4987688","0","7EFFh","C0h","0","1","1","0","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
